Date,aex,cac,dax,ftse
16-Mar-99,535.05,4170.01,5077.43,6201.9
17-Mar-99,540.64,4152.37,5013.62,6140.6
18-Mar-99,539.97,4219.65,5099.48,6114.3
19-Mar-99,537.59,4197.06,5027.06,6163.2
22-Mar-99,547.17,4079.47,4915.03,6152.8
23-Mar-99,544.27,4058.16,4780.13,6060.5
24-Mar-99,532.68,4137.01,4860.26,6016.7
25-Mar-99,525.73,4115.71,4775.17,6085
26-Mar-99,533.98,4153.65,4876.92,6139.2
29-Mar-99,525.56,4141.98,4856.84,6252.9
30-Mar-99,534.56,4197.88,4884.2,6264.1
31-Mar-99,534.4,4229.85,4914.59,6295.3
01-Apr-99,536.93,4304.48,4965.29,6330
06-Apr-99,533.63,4318.04,5052.27,6415.3
07-Apr-99,536.34,4330.7,5068.75,6473.2
08-Apr-99,542.55,4363.14,5124.18,6437.9
09-Apr-99,537.67,4355,5159.16,6472.8
12-Apr-99,537.73,4367.41,5199.18,6441.2
13-Apr-99,536.17,4349.26,5182.16,6513.1
14-Apr-99,540.99,4310.64,5181.01,6493.6
15-Apr-99,543.6,4300.91,5155.35,6466.1
16-Apr-99,542.2,4379.34,5220.15,6420.6
19-Apr-99,548.44,4253.27,5087.29,6515.3
20-Apr-99,559.39,4291.6,5163.29,6319.8
21-Apr-99,549.62,4291.85,5218.82,6311
22-Apr-99,555.21,4262.43,5195.42,6413.6
23-Apr-99,561.56,4284.4,5256.22,6428
26-Apr-99,561.23,4390.92,5347.5,6503.6
27-Apr-99,565.78,4374.7,5348.61,6593.6
28-Apr-99,574.41,4371.53,5334.42,6598.8
29-Apr-99,575.03,4405.35,5393.11,6497.6
30-Apr-99,575.03,4442.84,5377.56,6552.2
03-May-99,573.52,4438.55,5383.21,6552.2
04-May-99,575.77,4368.17,5307.22,6533.1
05-May-99,578.67,4333.24,5274.45,6401.7
06-May-99,570.08,4289.56,5297.38,6406.6
07-May-99,564.56,4347.15,5205.95,6356
10-May-99,565.94,4349.98,5249.15,6348.8
11-May-99,562,4354.79,5248.02,6378.3
12-May-99,559.77,4415.88,5173.25,6343.1
14-May-99,556.84,4248.94,5114.47,6300.4
17-May-99,552.15,4312.74,5154.94,6165.8
18-May-99,543.84,4375.91,5184.51,6206.4
19-May-99,550.2,4421.91,5235.64,6266.7
20-May-99,558,4398.13,5264.68,6368.2
21-May-99,564.89,4373.78,5143.1,6353.1
25-May-99,567.17,4376.68,5160.44,6322.1
26-May-99,560.94,4326.44,5083.83,6249.3
27-May-99,559.9,4315.04,5068.73,6236.8
28-May-99,553.13,4351.29,5069.83,6199.5
31-May-99,552.38,4313.69,5021.24,6226.2
01-Jun-99,554.06,4315.34,4997.83,6250
02-Jun-99,553.19,4354.52,5107.81,6302.2
03-Jun-99,556.56,4344.25,5107.81,6348.6
04-Jun-99,564.03,4404.24,5190.15,6361.5
07-Jun-99,566.53,4407.58,5211.08,6412
08-Jun-99,568.48,4422.39,5253.89,6431.5
09-Jun-99,566.7,4380.99,5206.47,6453
10-Jun-99,568.74,4385.83,5262.15,6403.4
11-Jun-99,564.28,4372.39,5268.87,6484.8
14-Jun-99,567.44,4418.18,5342.86,6430.1
15-Jun-99,565.63,4481.75,5381.25,6451.2
16-Jun-99,565.43,4508.77,5412,6504.9
17-Jun-99,570.73,4539.56,5430.32,6493.6
18-Jun-99,572.81,4545.09,5468.47,6527.8
21-Jun-99,576.03,4538.04,5468.67,6581.2
22-Jun-99,582.72,4481.66,5399.11,6552.4
23-Jun-99,577.68,4434.21,5327.6,6496.5
24-Jun-99,571.9,4416.89,5301.21,6416.7
25-Jun-99,567.12,4465.23,5356.95,6435.4
28-Jun-99,561.65,4503.83,5359.53,6405.7
29-Jun-99,563.72,4536.61,5378.52,6307.1
30-Jun-99,565.55,4609.26,5480.22,6318.5
01-Jul-99,561.19,4620.67,5519.05,6488.9
02-Jul-99,570.46,4697.84,5625.62,6491.9
05-Jul-99,572.02,4692.51,5612.9,6592
06-Jul-99,582.05,4662.2,5588.5,6620.6
07-Jul-99,581.26,4631.13,5607.1,6597.4
08-Jul-99,579.01,4647.83,5638.95,6557.3
09-Jul-99,578.79,4662.28,5652.02,6562.6
12-Jul-99,586.89,4594.65,5573.82,6545.5
13-Jul-99,588.35,4594.65,5610.89,6445.6
14-Jul-99,582.17,4665.67,5619.26,6473.1
15-Jul-99,589.37,4656.79,5619.94,6575
16-Jul-99,594.34,4618.75,5624.74,6563.2
19-Jul-99,588.63,4548.31,5491.29,6483.7
20-Jul-99,588.87,4501.27,5414.17,6392
21-Jul-99,575.25,4489.57,5340.91,6329.8
22-Jul-99,567.73,4440.45,5310.63,6297.8
23-Jul-99,559.49,4395.91,5206.44,6207.4
26-Jul-99,556.43,4426.12,5224.16,6169.1
27-Jul-99,548.55,4428.71,5229.56,6262.8
28-Jul-99,551.43,4306.4,5052.32,6297.2
29-Jul-99,556.18,4382.06,5101.87,6117.5
30-Jul-99,546.06,4377.87,5129.5,6231.9
02-Aug-99,552.77,4354.75,5107.68,6288.3
03-Aug-99,544.25,4326.2,5119.37,6250.6
04-Aug-99,539.93,4240.7,4978.45,6235.4
05-Aug-99,540.68,4223.64,5010.47,6101.6
06-Aug-99,529.02,4292.9,5087.3,6121
09-Aug-99,535.1,4245.35,5000.87,6126.4
10-Aug-99,543.39,4268.95,5019.69,5978.4
11-Aug-99,536.79,4365.66,5127.43,6014.4
12-Aug-99,541.85,4434.28,5219.43,6153.3
13-Aug-99,553.31,4458.75,5257.1,6245.1
16-Aug-99,564.44,4479.75,5259.91,6235.4
17-Aug-99,566.43,4479.26,5230.47,6166.4
18-Aug-99,573.03,4408.9,5186.85,6201.8
19-Aug-99,570.1,4472,5254.14,6118
20-Aug-99,560.52,4487.35,5301.98,6180.8
23-Aug-99,564.54,4540.4,5324.02,6322.1
24-Aug-99,571.37,4629.23,5400.32,6315.1
25-Aug-99,572.62,4629.37,5389.34,6369.5
26-Aug-99,583.8,4642.71,5420.36,6383.9
27-Aug-99,586.11,4657.44,5392.53,6375.2
30-Aug-99,584.89,4589.22,5270.77,6375.2
31-Aug-99,584.36,4633.38,5317.12,6246.4
01-Sep-99,572.42,4550.6,5189.92,6276.2
02-Sep-99,572.33,4672.37,5336.22,6195.6
03-Sep-99,565,4668.04,5400.55,6332.1
06-Sep-99,578.63,4679.93,5391.36,6375.7
07-Sep-99,587.2,4680.61,5400.7,6309.5
08-Sep-99,586.57,4717.42,5436.86,6253.6
09-Sep-99,582.31,4745.48,5483.95,6260.6
10-Sep-99,587.4,4716.78,5446.91,6191
13-Sep-99,591.67,4697.39,5401.47,6169
14-Sep-99,587.59,4662.02,5387.18,6116
15-Sep-99,582.76,4640.55,5304.42,6067.7
16-Sep-99,582.84,4644.32,5303.94,6014.6
17-Sep-99,576.7,4680.49,5351.98,6039.8
20-Sep-99,572.12,4612.93,5282.76,6056.5
21-Sep-99,576.58,4568.12,5238.76,5957.3
22-Sep-99,564.74,4601.24,5299.57,5913.9
23-Sep-99,564.13,4540.87,5186.53,5969.7
24-Sep-99,565.48,4596.6,5239.64,5937.6
27-Sep-99,554.33,4543.92,5119.1,6078.6
28-Sep-99,562.4,4535.08,5135.62,6007.2
29-Sep-99,554.96,4591.42,5149.83,6020.6
30-Sep-99,554.21,4550.57,5124.55,6029.8
01-Oct-99,547.45,4603.24,5218.86,5970.7
04-Oct-99,539.08,4661.13,5301.85,6052.9
05-Oct-99,547.73,4691.72,5353.32,6084.5
06-Oct-99,553.26,4742.26,5419.31,6097.5
07-Oct-99,554.48,4721.93,5419.26,6200.4
08-Oct-99,555.77,4722.35,5414.5,6199.4
11-Oct-99,554.84,4658.54,5358.46,6234.8
12-Oct-99,559.77,4602.85,5295.43,6174.8
13-Oct-99,556.12,4583.63,5220.29,6113.4
14-Oct-99,552,4524.42,5184.23,6039.4
15-Oct-99,547.25,4495.3,5156.28,5907.3
18-Oct-99,537.97,4591.2,5296.91,5869.2
19-Oct-99,529.13,4577.83,5291.23,5993.7
20-Oct-99,538.41,4602.39,5246.49,6006.7
21-Oct-99,544.21,4677.8,5357.75,5939.3
22-Oct-99,537.59,4669.28,5320.4,6058.9
25-Oct-99,549.27,4706.59,5388.76,6009.4
26-Oct-99,547.82,4695.05,5363.86,6092.4
27-Oct-99,552.28,4748.62,5478.89,6045.7
28-Oct-99,552.39,4888.62,5525.4,6149.1
29-Oct-99,568.14,4898.52,5524.92,6255.7
01-Nov-99,571.82,4898.52,5546.95,6284
02-Nov-99,569.19,4917.84,5560.87,6252
03-Nov-99,568.99,4943.74,5635.62,6280.8
04-Nov-99,579.17,4975.9,5658.1,6331.3
05-Nov-99,584.76,4994.77,5647.94,6356.6
08-Nov-99,582.93,4997.56,5694.73,6374.3
09-Nov-99,582.13,5051.83,5742.42,6435.5
10-Nov-99,583.39,5132.08,5802.36,6447
11-Nov-99,587.18,5141.51,5791.05,6551.4
12-Nov-99,594.8,5178.13,5859.29,6511.6
15-Nov-99,589.87,5191.01,5909.52,6533.6
16-Nov-99,599.71,5178.23,5870.17,6583
17-Nov-99,604.11,5246.33,5950.05,6555.7
18-Nov-99,603.53,5263.23,5955.97,6550.8
19-Nov-99,607.63,5147.96,5819.89,6482.3
22-Nov-99,607.18,5152.87,5814.74,6442
23-Nov-99,601.57,5189.38,5818.73,6534.2
24-Nov-99,600.13,5352.6,5961.45,6561.8
25-Nov-99,598.97,5396.99,5958.07,6682.8
26-Nov-99,608.9,5373.91,5888.88,6684.8
29-Nov-99,610.01,5341.62,5896.04,6692.3
30-Nov-99,611.09,5381.41,5933.84,6597.2
01-Dec-99,602.11,5354.19,5937.2,6646
02-Dec-99,602.57,5468.05,6119.17,6653.7
03-Dec-99,606.18,5509.97,6142.19,6742.2
06-Dec-99,617.51,5534.51,6158.77,6694
07-Dec-99,611.75,5487.12,6115.59,6660.9
08-Dec-99,611.99,5548.62,6118.06,6619.4
09-Dec-99,610.55,5481.1,6097.9,6680.8
10-Dec-99,618.08,5535.76,6127.2,6739.5
13-Dec-99,619.35,5564.47,6187.99,6710.7
14-Dec-99,624.29,5530.13,6232.75,6702.1
15-Dec-99,625.64,5540.16,6341.29,6633.8
16-Dec-99,622.16,5502.4,6353.9,6672
17-Dec-99,627.85,5521.11,6378.66,6724.6
20-Dec-99,634.72,5529.24,6418.68,6731.2
21-Dec-99,643.52,5621.29,6492.53,6707.5
22-Dec-99,643.61,5731.35,6782.39,6728.6
23-Dec-99,653.65,5852.5,6837.41,6776.8
27-Dec-99,660.43,5834.47,6861.54,6806.5
28-Dec-99,658.48,5827.08,6859.58,6806.5
29-Dec-99,662.45,5837.75,6958.14,6835.9
30-Dec-99,671.41,5958.32,6750.76,6930.2
03-Jan-00,675.44,5917.37,6586.95,6930.2
04-Jan-00,642.25,5672.02,6502.07,6662.9
05-Jan-00,632.31,5479.7,6474.92,6535.9
06-Jan-00,624.21,5450.11,6780.96,6447.2
07-Jan-00,644.86,5539.61,6925.52,6504.8
10-Jan-00,655.14,5646.12,6891.25,6607.7
11-Jan-00,648.94,5613.9,6912.81,6518.9
12-Jan-00,638.4,5582.5,6955.98,6532.8
13-Jan-00,642.21,5633.24,7173.22,6531.5
14-Jan-00,655.6,5787.44,7258.9,6658.2
17-Jan-00,661.51,5842.78,7072.12,6669.5
18-Jan-00,647.72,5672.95,7091.04,6504.6
19-Jan-00,642.59,5649.46,7112.66,6445.4
20-Jan-00,644.79,5709.74,6992.75,6348.7
21-Jan-00,641.47,5681.32,6931.99,6346.3
24-Jan-00,645.53,5690.86,6809.64,6379.8
25-Jan-00,640.03,5597.5,6969.37,6274.1
26-Jan-00,637.39,5646.32,7126.13,6375.6
27-Jan-00,634.87,5688.35,7066.6,6441
28-Jan-00,632.46,5731.05,6835.6,6375.6
31-Jan-00,612.38,5659.81,7050.46,6268.5
01-Feb-00,619.23,5773.42,7171.95,6290.9
02-Feb-00,629.15,5946.86,7354.26,6302.8
03-Feb-00,649.59,6149.67,7444.61,6324.3
04-Feb-00,660.95,6275.72,7296.32,6185
07-Feb-00,652.42,6203.58,7549.88,6118.6
08-Feb-00,667.66,6297.66,7629.11,6285.8
09-Feb-00,667.15,6271.6,7709.27,6315.4
10-Feb-00,661.29,6207.52,7611.55,6279.8
11-Feb-00,662.68,6287.01,7644.8,6193.3
14-Feb-00,654.72,6268.32,7396.13,6068.6
15-Feb-00,652.34,6092.63,7490.32,6005.2
16-Feb-00,660.72,6046.27,7580.53,6147.4
17-Feb-00,667.97,6154.96,7573.78,6209.3
18-Feb-00,655.17,6062.72,7590.53,6165
21-Feb-00,649.34,5967.28,7607.94,6081.6
22-Feb-00,647.28,5963.31,7698.97,6014.7
23-Feb-00,652.52,6031.25,7640.53,6144.1
24-Feb-00,653.55,6078.78,7738.68,6086.7
25-Feb-00,662.56,6188.64,7587.13,6198
28-Feb-00,654.54,6102.73,7644.55,6099.6
29-Feb-00,664.28,6190.96,7727.93,6232.6
01-Mar-00,668.64,6256.32,7945.77,6364.9
02-Mar-00,672.59,6477.55,7960.03,6432.1
03-Mar-00,680.51,6514.11,7975.78,6487.5
06-Mar-00,680.22,6545.98,8064.97,6567.8
07-Mar-00,677.21,6441.85,7987,6466.5
08-Mar-00,674.75,6344.97,7949.15,6411.2
09-Mar-00,668.09,6423.43,7975.95,6532.1
10-Mar-00,676.61,6510.28,7693.85,6568.7
13-Mar-00,658.06,6336.93,7650.05,6466.9
14-Mar-00,661.19,6350.35,7414.46,6487.1
15-Mar-00,644.03,6188.94,7583.96,6447
16-Mar-00,663.39,6258.53,7710.92,6557.2
17-Mar-00,672.18,6304.28,7872.38,6558
20-Mar-00,671.65,6352.51,7807.93,6626.5
21-Mar-00,672.6,6320.87,7798.62,6617.9
22-Mar-00,679.35,6279.29,7694.78,6609.6
23-Mar-00,671.89,6268.31,7932.42,6594.6
24-Mar-00,683.48,6364.26,7892.49,6738.5
27-Mar-00,682.12,6450.85,7931.93,6687.2
28-Mar-00,687.94,6524.3,7864.76,6650.1
29-Mar-00,682.73,6505.48,7644.89,6598.8
30-Mar-00,664.46,6313.82,7599.39,6445.2
31-Mar-00,662.29,6286.05,7429.22,6540.2
03-Apr-00,650.92,6130.27,7522.8,6462.1
04-Apr-00,655.85,6221.94,7330.77,6427
05-Apr-00,640.57,6036.94,7446.21,6379.3
06-Apr-00,658.62,6224.02,7522.2,6451.1
07-Apr-00,671.34,6308.04,7516.95,6569.9
10-Apr-00,672.03,6364.9,7442.66,6533.4
11-Apr-00,660.62,6261.42,7443.07,6379.2
12-Apr-00,661.29,6238.7,7449.06,6350.8
13-Apr-00,660.26,6264.34,7214.83,6357
14-Apr-00,650.54,6065.71,7187.14,6178.1
17-Apr-00,637.87,6060.54,7196.49,5994.6
18-Apr-00,646.43,6147.44,7216.71,6074
19-Apr-00,654.17,6166.46,7157.95,6184.9
20-Apr-00,657.97,6234.51,7280.51,6241.2
25-Apr-00,659.31,6320.29,7388.55,6283
26-Apr-00,666.36,6390.87,7221.74,6256.5
27-Apr-00,649.92,6247.86,7414.68,6179.3
28-Apr-00,661.38,6419.72,7555.92,6327.4
02-May-00,673.54,6562.41,7376.93,6373.4
03-May-00,669.84,6435.65,7386.71,6184.8
04-May-00,665.07,6491.74,7530.82,6199.6
05-May-00,670.27,6545.76,7408.09,6238.8
08-May-00,668.87,6514.42,7280.54,6216.3
09-May-00,663.46,6369.61,7120.86,6123.8
10-May-00,657.5,6263.34,7259.48,6100.6
11-May-00,658.83,6380.13,7269.28,6245.9
12-May-00,668.3,6449.27,7195.15,6283.5
15-May-00,667.06,6392.27,7371.06,6247.7
16-May-00,676.81,6557.39,7211.51,6318.4
17-May-00,668.17,6453.05,7181.58,6196.2
18-May-00,668.22,6451.97,6989.03,6232.9
19-May-00,652.45,6196.05,6912.96,6045.4
22-May-00,641.8,6094.17,6927.69,6035.5
23-May-00,644.33,6148.56,6834.88,6086.8
24-May-00,642.46,6027.1,6978.87,6118.6
25-May-00,645.55,6129.66,6839.33,6231.1
26-May-00,645.91,6129.15,7016.66,6216.9
29-May-00,655.75,6205.13,7119.26,6359.6
30-May-00,655.06,6325.49,7109.67,6359.6
31-May-00,655.5,6426.26,7272.76,6359.3
01-Jun-00,677.92,6599.71,7438.95,6470.5
02-Jun-00,677.92,6673.52,7408.02,6626.4
05-Jun-00,672.66,6656.26,7359.8,6546.7
06-Jun-00,668.7,6589.77,7285.93,6546.8
07-Jun-00,666.56,6498.5,7253.46,6503.8
08-Jun-00,672.13,6523.66,7246.79,6496.6
09-Jun-00,673.74,6549.05,7240.1,6443.8
12-Jun-00,675.67,6532.84,7268.91,6430.9
13-Jun-00,675.67,6532.84,7350.94,6447.1
14-Jun-00,683.28,6608.1,7328.62,6536.3
15-Jun-00,685.51,6512.98,7252.58,6490.8
16-Jun-00,682.45,6456.26,7198.8,6526
19-Jun-00,677.19,6505.16,7227.27,6490.2
20-Jun-00,682,6554.92,7100.09,6526.9
21-Jun-00,684.88,6490.76,7064.73,6477.8
22-Jun-00,684.16,6474.88,6980.41,6413.8
23-Jun-00,682.72,6545.35,7027.19,6391.5
26-Jun-00,686.01,6586.26,7048.96,6405.2
27-Jun-00,683.41,6568.09,7054.3,6375.3
28-Jun-00,683.15,6607.96,6881.94,6313.5
29-Jun-00,666.72,6400.82,6882.44,6239
30-Jun-00,672.14,6446.54,6962.02,6312.7
03-Jul-00,668.01,6508.47,6944.36,6470.4
04-Jul-00,669.62,6494.77,6961.73,6417
05-Jul-00,667.83,6462.7,6972.8,6382.5
06-Jul-00,665.6,6453.97,7044.77,6419.6
07-Jul-00,674.98,6565.97,7066.22,6497.5
10-Jul-00,678.83,6487.42,7006.05,6466.2
11-Jul-00,680.6,6490.35,7065.97,6475.8
12-Jul-00,686.33,6536.51,7166.51,6518.5
13-Jul-00,687,6570.36,7321.94,6475.7
14-Jul-00,687.36,6619.25,7430.7,6475.4
17-Jul-00,689.09,6619.25,7406.91,6525.5
18-Jul-00,683.57,6514.54,7366.57,6450.5
19-Jul-00,680.32,6495.11,7480.14,6465.4
20-Jul-00,684.35,6563.77,7378.86,6469
21-Jul-00,678.97,6464.12,7314.2,6378.4
24-Jul-00,683.57,6502.57,7329.46,6381.3
25-Jul-00,683.15,6463.91,7268,6390.7
26-Jul-00,680.46,6493,7183.44,6387.1
27-Jul-00,672.09,6511.53,7128.3,6352.1
28-Jul-00,663.72,6415.72,7190.37,6335.7
31-Jul-00,668.18,6542.49,7145.53,6365.3
01-Aug-00,670.89,6532.29,7112.45,6379.3
02-Aug-00,675.96,6529.91,7011.74,6391
03-Aug-00,666.75,6354.93,7016.59,6317.1
04-Aug-00,673.45,6461.35,7113.22,6363.5
07-Aug-00,680.57,6519.04,7143.96,6387.8
08-Aug-00,678.33,6532.44,7226.71,6358.1
09-Aug-00,683.86,6570.18,7280.97,6414
10-Aug-00,683.61,6562.54,7322.98,6387.3
11-Aug-00,684,6553,7331.67,6384.5
14-Aug-00,687.07,6609.36,7307.43,6419.9
15-Aug-00,687.73,6636.61,7315.27,6475.5
16-Aug-00,689.82,6684.08,7278.43,6532
17-Aug-00,691.93,6635.34,7232.42,6518.2
18-Aug-00,693.75,6594.35,7199.34,6543.7
21-Aug-00,693.45,6571.63,7249.2,6542.2
22-Aug-00,696.03,6513.71,7232.78,6584.8
23-Aug-00,695.44,6501.7,7230.26,6566.2
24-Aug-00,696.18,6461.93,7307.17,6557
25-Aug-00,691.35,6595.11,7339.22,6563.7
28-Aug-00,695.6,6615.02,7294.4,6586.3
29-Aug-00,691.36,6633.99,7192.69,6586.3
30-Aug-00,685.31,6634.62,7244.79,6615.1
31-Aug-00,689.52,6625.42,7244.79,6672.7
01-Sep-00,695.18,6813.66,7344.67,6795
04-Sep-00,701.56,6922.33,7445.56,6752.5
05-Sep-00,698.02,6856.76,7391.27,6752.5
06-Sep-00,695.01,6796.79,7329.9,6694.7
07-Sep-00,694.9,6834.46,7373.34,6689.2
08-Sep-00,686.48,6703.36,7261.04,6600.7
11-Sep-00,687.6,6675.01,7214.45,6582
12-Sep-00,682.31,6697.8,7135.75,6555.5
13-Sep-00,677.35,6568.89,7006.26,6478.2
14-Sep-00,677.32,6637.91,7049.82,6555.5
15-Sep-00,676.42,6614.65,6999.54,6417.3
18-Sep-00,668.43,6522.38,6891.69,6410.2
19-Sep-00,666.94,6529.95,6915.49,6403.5
20-Sep-00,664.43,6405.43,6765.23,6279.9
21-Sep-00,656,6254.77,6682.92,6199.2
22-Sep-00,652.96,6258.58,6740.25,6205.9
25-Sep-00,658.56,6336.28,6788.69,6257.1
26-Sep-00,653.2,6294.06,6765.04,6213.2
27-Sep-00,656.08,6319.79,6814.06,6269.3
28-Sep-00,658.74,6311.03,6832.76,6264.1
29-Sep-00,661.52,6266.63,6798.12,6294.2
02-Oct-00,665.96,6349.24,6862.26,6284.5
03-Oct-00,670.17,6400.43,6862.26,6345
04-Oct-00,668.93,6296.13,6823.43,6334.9
05-Oct-00,671.8,6335.12,6892.49,6382
06-Oct-00,665.09,6258.41,6776.39,6391.2
